"","리콜사유","Classification","Part.Type","Specific.Part"
"1131","전조등의 조립방법이 일반적인 차량과 달라 자동차를 정비하는 과정에서 전조등조립이 정상적으로 되지 않아 주행 중 차체에서 떨어져 안전운행에 지장","Safety","Lighting","Headlights"
"1132","연료라인에 부착되어 있는 연료압력센서가 규정보다 낮은 힘으로 조립되어 연료가 누유 될 가능성이 있고, 주행 중 시동이 꺼져 안전운행에 지장","Safety","Fuel System","Fuel Pump"
"1133","전조등이 자동차안전기준상의 허용기준 보다 높게 비춰져 야간 운행 시 상대방 운전자의 시야확보를 어렵게 하는 등 안전운행에 지장을 줄 가능성이 발견","Safety","Electrical","Headlights"
"1134","‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능","Safety","Lighting","Unknown"
"1135","생산 조립 공정 오류로 인하여 전방 퓨즈 박스의 차체 연결부 너트가 제대로 조여지지 않은 상태로 장착되었을 수 있습니다. 전방 퓨즈 박스가 차체에 제대로 고정되지 않은 경우 주행 중 전방 퓨즈 박스에 진동이 발생될 수 있고, 진동으로 인한 전방 퓨즈 박스 내 퓨즈가 손상될 수 있습니다.","Safety","Electrical","Unknown"
"1136","연료파이프 연결장치가 냉각수 파이프와 닿을 경우 냉각수 열에 의한 변형으로 연료가 누유 되어 시동이 꺼져 안전운행에 지장","Safety","Fuel System","Fuel Pump"
"1137","운전석 및 조수석 하단에 있는 전기배선의 고정이 부적절하여 운행 중 승객의 체중에 의해 좌석이 눌려지면서 배선이 끊어져 에어백이 작동되지 않아 안전운행에 지장","Safety","Electrical","Unknown"
"1138","에어컨 방열기에서 발생한 물이 차체외부로 배출되어야 하나 에어백제어장치로 유입되어 에어백이 정상적으로 작동되지 않아 안전운행에 지장","Safety","Air Conditioning","Unknown"
"1139","허브베어링이 주행 중 열이나 연기가 발생하여 예상치 못한 차량 정지 진동 소음이 발생하여 안전운행에 지장 가능성","Safety","Other","Unknown"
"1140","후부반사기 반사성능 안전기준 위반","Safety","Electrical","Unknown"
"1141","유압클러치 부품의 문제로 인하여 클러치 조작 시 동력차단이 부정확하여 안전운행에 지장을 줄 가능성","Safety","Other","Unknown"
"1142","타이어의 벨트 또는 트레드가 분리 되는 현상이 발생할 가능성이 있음","Safety","Wheels","Tires"
"1143","조립과정에서 쇽업소버 상단 부분의 유격으로 인하여 충격흡수가 안 될 수 있는 가능성 발견","Safety","Suspension","Unknown"
"1144","스티어링 컬럼 모듈 내의 회로기판 통신 회로의 전기적 간섭이 발생할 가능성이 있고 이외의 전기적 간섭은 전자식 안정화 컨트롤에 장애를 일으킬 수 있으며 ESC 경고등을 점등시킬 수있음","Safety","Steering","Unknown"
"1145","LCD 패널의 마이크로컴퓨터 내부 회로의 오류로 인한 키온 상태에서도 LCD 패널이 표지 되지 않을 수 있음","Safety","Other","Unknown"
"1146","테일 램프의 차체 장착 과정 중 수분이나 이물질의 유입을 막아주는 와셔 키트가 장착되지 않은 상태로 생산 공장에서 출고하였습니다. 와셔 키트가 장착되지 않은 차량은 우천 또는 세차시 수분 등이 테일 램프로 유입되어 후미 등, 방향지시등, 제동등, 후퇴등이 작동되지 않을 수 있습니다","Safety","Body/Chassis","Unknown"
"1147","전기 버스바는 전면 유리 배수관의 하부에 장착되어 있기 때문에 빗물이 배수될 시 전기 버스바에 빗물이 유입될 수 있습니다. 전기 버스바내의 12V 전원 공급 라인과 접지선에 부식이 발생되어 합선이 될 수 있습니다. 전기적인 연결을 가능하게 만들어주는 막대형 전도체로 전장 부품 간 전류 통로 역할을 합니다. 전기 버스바에는 스타터, 발전기, 예열장치 및 전기 냉각수 펌프가 연결되어 있습니다.","Safety","Electrical","Unknown"
"1148","비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.","Safety","Other","Unknown"
"1149","설계 과정 오류로 인하여 파워 일렉트로닉스와 전동식 장치 사이의 고전압 배선 실드(shield)가 내구성 부족으로 특정 주행 상황 (예를 들면, 고속으로 주행하거나 전기 부스트 기능(킥 다운)을 자주 사용하는 경우)에서 발생할 수 있는 전기 부하를 견디지 못할 수 있습니다. 고전압 배선의 실드가 전기 과부하로 손상된 경우, 실드 접점에 유도된 전류로 인해 고전압 배선에 연결된 파워 일렉트로닉스(1)가 오작동 할 수 있습니다. (1)파워 일렉트로닉스: 파워 일렉트로닉 컨트롤 유닛과 DC/DC컨버터로 구성되고, 전동식 장치(전기 모터)를 제어합니다.","Safety","Engine","Unknown"
"1150","생산 공정 편차로 인하여 스타터의 전원 공급 배선이 잘못 장착되었을 수 있습니다. 스타터의 전원 공급 배선이 스타터 하우징과 간섭될 수 있고, 차량 운행시 진동으로 인해 전원 공급 배선이 마모되어 단락 될 수 있습니다.","Safety","Other","Unknown"
"1151","공급업체의 생산 공정 오류로 인하여 에어컨 하우징의 응축수 배수구가 막힐 수 있습니다. 에어컨 응축수가 의도한대로 배출되지 않을 수 있습니다. 에어컨 응축수가 운전석 및 조수석 바닥, 중앙 터널로 실내 유입될 수 있습니다. 에어컨 응축수가 실내 유입될 경우 전장 부품에 부식 및/또는 단락이 발생 될 수 있습니다.","Safety","Air Conditioning","Unknown"
"1152","차량 뒤 차축 트레일링 암의 체결 너트가 주조 공정 중의 오류로 (수소 성분의 유입) 인해, 강성이 부족한 상태로 생산 되었습니다. 이에 차량 운행 중, 해당 체결 너트가 파손 될 가능성이 있습니다.","Safety","Other","Unknown"
"1153","조수석 선바이저에 에어백 경고 라벨 부착 누락 (유럽안전기준 UNECE R94 6.2.3항 위반)","Safety","Electrical","Unknown"
"1154","서비스 센터에서 에어백 제어장치 모듈의 서비스 용 소프트웨어 업데이트 시 다른 연식 모델의 소프트웨어로 잘 못 업데이트 되었음 전방 에어백이 정상적으로 작동하지 않을 가능성이 있음.","Safety","Interior Safety","Unknown"
"1155","생산 공정상의 문제로 후부반사기의 반사 성능이 부족합니다.","Safety","Other","Unknown"
"1156","BMW 자체 품질 조사 결과 2019년 6월 26일 생산된 BMW Z4 sDrive20i 차량에서 연료탱크와 관련된 제작결함이 발견 되었습니다. 연료탱크를 생산하는 과정에서 상, 하부 플레이트*가 공정에 필요한 온도까지 가열되지 않은 것이 확인 되었습니다. 이로 인해 연료탱크의 상, 하단부의 접합이 정확하게 이루어지지 않을 수 있습니다. *상부, 하부 플레이트: 연료탱크 상, 하단부를 접합시키기 위한 프레스 장치","Safety","Fuel System","Fuel Pump"
"1157","전자식 스티어링 락 전기 배선과 스티어링 컬럼 샤프트의 간섭으로 인한 배선 손상이 발생할 수 있습니다.","Safety","Steering","Unknown"
"1158","후면 창유리 공급업체의 생산 공정상 오류로 인해 차체와 후면 창유리가 서로 접착되는 표면이 세척되지 않고 접착되어 후면 창유리 접합부의 접착력이 감소될 수 있음","Safety","Body/Chassis","Unknown"
"1159","전자식 브레이크 컨트롤 모듈의 기능 중 제동력을 보완하는 보조 브레이크 부스팅 기능의 최저 속도 작동 시점의 설정이 적절하지 않아 주행 중 제동 시 정차 시점에서 적절히 작동하지 않을 가능성이 있어 안전운행에 영향을 줄 수 있음.","Safety","Brakes","Brakes"
"1160","고전압 배터리 팩 용접 시 발생하는 이물질을 제거하기 위한 세척 공정이 불 충분하여 고전압 배터리 팩 내에 이물질이 남아있을 수 있습니다.","Safety","Electrical","Unknown"
"1161","시트 업체에서 시트 제작시 생산라인에서 운전석/조수석 시트 등받이 배치를 잘못하여 볼트 및 너트 중 하나 이상이 부적절한 힘(토크)으로 체결됨","Safety","Seats and Interior","Seats"
"1162","브레이크 스위치 회로 구성품 중 하나인 실리콘의 내구성 부족으로 산화물이 발생하게 되고 이로 인해 스위치 회로 내부의 저항 값이 높아져 브레이크 스위치 신호가 정상적으로 송수신 되지 않을 수 있습니다.","Safety","Brakes","Brakes"
"1163","국토교통부로부터 좌석, 좌석 등받이가 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제 95조에서 정하는 기준 부적합(연소 속도 102mm/분 초과)을 통보 받았습니다.","Safety","Seats and Interior","Unknown"
"1164","상부 타이밍 체인 생산 과정에서 상부 타이밍 체인에 코팅 작업이 누락되어 내구성이 부족할 수 있음을 확인했습니다.","Safety","Other","Unknown"
"1165","귀 부에서 자동차 관리법 제30조의 3제2항에 따라 시행한 2019년 자기인증 적합조사 결과, 상기 대상차량은 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제108조의2(연료소비율)에서 정하는 기준에 부적합한 것으로 확인되었습니다. 연료 소비율 공차는 자기인증 받은 연비의 5% 이내여야 하나, 조사 결과 최악의 경우 5.2%의 차이가 있었습니다. (인증연비 12.338 ㎞/ℓ -> 실제연비 11.697㎞/ℓ). 이에 따라 유류비 차액과 심리적 불편에 대한 경제적 보상 및 자동차 등록증 재발급을 실시하고자 합니다.","Safety","Fuel System","Fuel Pump"
"1166","부품 제조 공정상의 오류로 인하여 특정기간 동안 생산된 대시 보드의 동승자석 에어백 전개면이 일부 또는 전체가 절개가 되지 않았을 가능성이 있습니다. 이러한 경우, 사고 발생에 의한 동승자석 에어백 전개 시, 전개면이 막혀 에어백이 정상적으로 전개 또는 팽창되지 않을 수 있습니다. *에어백 전개면: 사고 발생 시 에어백이 전개 후 팽창 되는 경로부","Safety","Interior Safety","Unknown"
"1167","연료 탱크 내 증발가스가 차게 되면 이를 엔진룸으로 빨아들이게 되는데, 이 때 밀폐된 연료 탱크가 가압되면서 변형이 일어나게 됩니다. 철 재질의 연료탱크에서는 이러한 변형이 적으나, 22년식 PHEV 차량에 새롭게 적용된 플라스틱 재질의 연료탱크에서는 가압으로 인한 변형이 더 많이 일어나게 됩니다.","Safety","Engine","Fuel Pump"
"1168","가. 드라이브샤프트(등속 조인트)에 장착되는 다이나믹 댐퍼의 접착제 설계 오류로 드라이브샤프트의 표면 코팅과 접착제 사이에 화학작용(열화)이 발생하고 이로 인해 표면 코팅이 벗겨질 수 있음. ※ 다이나믹 댐퍼 : 드라이브샤프트의 진동을 완화하는 장치 나. 벗겨진 표면 코팅 사이로 염해 지역의 소금 성분 또는 제설제(염수)가 다이나믹 댐퍼 내부로 스며들고 이로 인해 드라이브샤프트의 다이나믹 댐퍼 장착 부분에 부식이 발생할 수 있음. 다. 부식이 심해진 상태에서 드라이브샤프트에 강한 힘(풀악셀, 급발진 등)이 전달될 경우 드라이브 샤프트의 다이나믹 댐퍼 장착부가 파손이 되어 주행을 할 수 없거나 주차 상태(P변속)에서 주차 브레이크가 작동하지 않을 경우 차량이 움직일 수 있어 안전운행에 지장을 줄 수 있음.","Safety","Brakes","Brakes"
"1169","PCM(Powertrain Control Module: 파워트레인 제어 모듈), 엔진/변속기 고정 커넥터로 수분이 침투할 수 있습니다. PCM, 엔진/변속기 고정 커넥터에 수분이 침투할 경우 차량 정지 또는 전원 손실이 발생할 수 있으며, 시동 불가, 엔진 정지 불가, 충전 시스템 고장, A/C(에어컨디셔닝) 시스템 고장 그리고 기타 경고등이 계기판에 점등될 수 있음","Safety","Engine","Engine"
"1170","오일 세퍼레이터의 주변(배기 매니폴드, 터보차저)에서 발생하는 온도에 의하여 오일 세퍼레이터 내부의 디스크가 열손상되어 내구성 저하 및 파손될 수 있습니다.","Safety","Other","Unknown"
"1171","차량 앞 차축 하부 트레일링 암이 단조 공정 중의 오류로 강성이 부족한 상태로 생산 되었습니다. 이에 차량 운행 중, 해당 트레일링 암이 파손 될 가능성이 있습니다.","Safety","Other","Unknown"
"1172","엔진룸에 위치한 메인 하니스와 연료 파이프간의 거리가 근접한 상태로 제작 되었을 가능성이 있습니다. * 스텔란티스 그룹에 따르면 동종의 결함을 가진 차량 20 대가 자체 시스템의 오류로 판매 국가가 대한민국이 아닌 다른 나라로 되어 있는 것을 확인 후 수정하였고 이에 20대가 추가되었다는 것을 통보 받았습니다.","Safety","Engine","Engine"
"1173","2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다.","Safety","Air Conditioning","Unknown"
"1174","쿠션암과 스윙암을 연결하는 쿠션 커넥팅 플레이트가 반대로 조립되어(바깥쪽 볼트 안착면이 안쪽을 향해있다)플레이트가 쿠션암과 간섭한다.","Safety","Other","Unknown"
"1175","계기판의 휠 스피드센서(속도측정)센서의 전원공급 회로의 저항기의 부식방지가 불충분하여 수분, 습기 유입 시 고무부츠와 배선 연결부 근처에 있는 휠 스피드(속도측정)센서로의 전원공급 회로에서 부식이 발생할 수 있음을 확인하였습니다.","Safety","Wheels","Unknown"
"1176","실린더 헤드에 체결되어 있는 로커암 축 고정용 나사가 규정 토크로 조여지지 아니하였을 가능성이 있습니다.","Safety","Other","Unknown"
"1177","일부 차량에 장착된 연료 퀵 커넥터(원터치 커넥터)가 엔진 설계 작동 사양 한도 초과 온도에 노출될 수 있음이 확인 되었습니다. 설계 사양 한도 온도 초과 시, 커넥터 재질 변성(커넥터 물러짐) 으로 인해 연료가 누출 될 수 있습니다.","Safety","Engine","Fuel Pump"
"1178","공급업체의 개발 오류로 인해, 차동 기어 잠금장치1의 내부 저항이 화학적 저항에 대한 사양을 충족하지 못할 수 있습니다. 차축 오일에서 발생하는 황화 가스로 인해 차동 기어 잠금장치의 내부저항 전기 접점이 부식될 수 있습니다.","Safety","Electrical","Unknown"
"1179","생산 과정의 오류로 인해 뒤 좌측 시트 등받이의 전자식 잠금장치의 강도가 부족하게 제작되었을 수 있습니다. 차량 충돌 시 트렁크에 적재되어 있는 화물이 시트 등받이에 부딪혀 잠금장치가 파손 될 수 있습니다.","Safety","Seats and Interior","Seats"
"1180","BMW 자체 품질 조사 결과 2020년 9월 16일 생산된 BMW X6 xDrive40i 차량에서 스티어링 샤프트*의 유니버셜조인트**와 관련된 제작결함이 발견 되었습니다. 차량 생산과정에서 상, 하부의 스티어링 샤프트를 연결하는 유니버셜조인트의 고정볼트가 제대로 체결되지 않았을 가능성이 확인 되었습니다. *스티어링 샤프트: 스티어링 휠(핸들)과 연결되어 운전자의 회전 조작에 따라 함께 회전하는 축으로 차량의 선회 력을 전달 **유니버셜조인트: 두 개의 축을 연결하기 위하여 사용되는 연결장치로 각도와 길이 변화가 가능한 장치","Safety","Steering","Unknown"
"1181","BMW 자체 품질 조사 결과 2020년 11월 12일부터 2021년 1월19일까지 생산된 BMW 420i Convertible, 430i Convertible 차량에서 헤드에어백과 관련된 제작결함이 발견 되었습니다. 헤드에어백을 작동시키는 컨트롤유닛의 소프트웨어 오류가 확인 되었습니다.","Safety","Interior Safety","Unknown"
"1182","생산 공정상 오류로 인하여 터보차저 오일 공급 및 리턴 호스가 정확하게 장착되지 않았을 수 있습니다. 오일 호스가 올바르게 장착되지 않은 경우, 터보차저 오일 호스에서 오일이 누유 될 수 있습니다.","Safety","Other","Unknown"
"1183","타이어공기압경고장치(TPMS) 관련 소프트웨어 설정오류로 타이어공기압이 기준 이하로 감소 시 타이어공기압경고장치 표시장치의 식별부호를『자동차 및 자동차부품의 성능과 기준에 관한 규칙』제88조의3(타이어공기압경고장치)에서 정한 시간 내에 점등시키지 않음.","Safety","Wheels","Tires"
"1184","발전기 +, - 배선 설치 공정에서의 오류로 단자의 부 정확한 고정 가능성으로 단자와 배선의 접촉이 완결하지 않을 수 있습니다.","Safety","Electrical","Unknown"
"1185","배터리 셀의 제조공정 과정에서 배터리 셀 내에 이물질(용접비산물질)이 완벽하게 제거되지 않았을 가능성이 있습니다.","Safety","Electrical","Unknown"
"1186","IEB 모터 제어 로직의 Fail Safe(고장안전대책) 로직 구성 미흡 * Fail Safe(고장안전대책) : 특정 장치의 고장 시에도 최소한의 안전성을 확보하여 위험을 예방하는 기능","Safety","Engine","Unknown"
"1187","제조 공정상의 오류로 인하여 특정 기간 생산된 차량의 리어 보닛 힌지 부위에 셀프락킹 볼트가 사용되지 않아 볼트의 체결이 느슨해질 수 있습니다.","Safety","Other","Unknown"
"1188","BMW 자체 품질조사결과 2020년 3월 13일부터 2020년 07월 06일까지 생산된 BMW 520i, 530i, 530i xDrive, 540i xDrive, 630i xDrive, 640i xDrive, 740Li xDrive 차량의 일부에서 뒤 드라이브샤프트*와 관련한 제작결함이 발견 되었습니다. 뒤 드라이브샤프트를 제조하는 공급업체에서 생산과정 중 담금질(Quenching)** 단계의 공정오류로 가열 후 냉각시간이 늦어 경도 및 강도가 저하되었을 수 있습니다. *드라이브샤프트: 엔진의 구동력을 구동바퀴로 전달하는 동력 전달 축 **담금질(Quenching): 금속의 강도를 높이기 위해 가열, 냉각을 반복하는 공정","Safety","Engine","Engine"
"1189","BMW 자체 품질조사결과 2021년 02월 23일부터 2021년 02월 26일까지 생산 된 BMW i3 120Ah 차량의 뒷좌석 양쪽 백레스트 프레임(Backrest frame)*의 제작결함이 발견 되었습니다.","Safety","Seats and Interior","Unknown"
"1190","브레이크 부스터*에 연결된 진공호스의 강도가 낮게 제작되어 손상될 수 있으며, 진공호스가 손상될 경우 진공압력이 브레이크에 전달되지 않아 제동력이 저하 될 가능성 * 브레이크 부스터 : 엔진에서 발생하는 진공압력 등을 활용하여 브레이크를 밟는 힘을 증가시키는 장치","Safety","Brakes","Brakes"
"1191","연료레일 제작 과정 중 연료 분배 레일의 엔드 캡 부분에 불충분한 용접으로 용접된 부위에서 연료 누출 가능성 발견","Safety","Fuel System","Fuel Pump"
"1192","정차 상태 혹은 저속 주행 시, 스로틀(자동차의 가속 페달)을 살짝 열었을 때 혼합기가 희박해져(공기 대비 연료가 부족함) 즉, 스로틀이 열려 공기는 공급이 됨과 동시에 인젝터에서 연료를 분사해야 하나 ECU에서 이를 감지하지 못하고 연료를 적절하게 분사하지 못해 시동 꺼짐 증상이 나타납니다.","Safety","Fuel System","Fuel Pump"
"1193","당사의 문서번호『BGK-2020-A61-180』로 제출한 PHEV차량의 고전압 배터리 시정조치계획『2020RIV260』과 관련하여 고전압 배터리 품질에 관한 지속적인 분석 결과, BMW 독일본사로부터 문제가 발생할 가능성이 존재하는 차량이 발견되었습니다. 추가 된 대상 차량은 1)최초 고전압 배터리 성능 테스트를 통과하여 셀 모듈이 교체되지 않고 출고된 차량과 2)2020년 12월 실시된 『2020RIV260』 시정조치 당시 배터리가 이미 교체되었으나, 교체된 셀 모듈에서 추가 문제가 발생할 가능성이 있는 차량입니다","Safety","Electrical","Unknown"
"1194","연료 호스 제조 공정상의 오류로 내구성이 부족한 연료 호스가 장착, 연료 호스가 손상될 수 있으며 이 경우 연료 누출의 가능성이 있습니다. 연료 누출 시 차량 화재의 가능성이 있습니다.","Safety","Fuel System","Fuel Pump"
"1195","부품 제조 공정상의 오류로 인하여 특정기간 동안 생산된 차량에 장착된 후방 액슬 서스펜션링크*의 고정 너트가 부식에 의하여 내구성이 저하되어 파손 될 가능성이 있습니다. 이러한 경우, 후방 타이어 정렬이 틀어져 직진 주행 시 스티어링 휠 정렬이 어긋나거나, 제동 또는 가속 시 차량이 한쪽으로 쏠릴 가능성이 있습니다. *액슬서스펜션링크: 차체와 바퀴를 연결하며, 차체의 중량을 지지함과 동시에 동력을 전달하는 장치로써, 승차감 향상과 차량의 자세를 안정된 상태로 유지하는 기능을 함","Safety","Steering","Tires"
"1196","부품 제조 공정상의 오류로 인하여 특정기간 동안 생산된 차량에 장착된 후방 액슬서스펜션 링크*의 고정 너트가 부식에 의하여 내구성이 저하되어 파손 될 가능성이 있습니다. 이러한 경우, 후방 타이어 정렬이 틀어져 직진 주행 시 스티어링 휠 정렬이 어긋나거나, 제동 또는 가속 시 차량이 한쪽으로 쏠릴 가능성이 있습니다. *액슬서스펜션링크: 차체와 바퀴를 연결하며, 차체의 중량을 지지함과 동시에 동력을 전달하는 장치로써, 승차감 향상과 차량의 자세를 안정된 상태로 유지하는 기능을 함.","Safety","Steering","Tires"
"1197","주행빔(상향등) 조정 모듈의 프로그램 오류로 인하여 마주오는 또는 앞서가는 차량의 불빛에도 불구하고, 주행빔(상향등)이 자동으로 소등 되지않는 결함","Safety","Other","Unknown"
"1198","차량 제조공정 중 오유입된 광유계 오일(엔진오일 등)을 컵씰이 흡수하여 발생된 컵씰 부풀음에 의해 마스터실린더 압력 형성 저하","Safety","Engine","Engine"
"1199","해당 차량은 시간에 지남에 따라 특정 추진제(질산암모늄)가 사용된 운전석 에어백 인플레이터 내부 물질 변화로 전개시 과도한 압력 상승이 발생할 수 있습니다. *2020년 11월 20일 사전공지를 국토부에 보고하였습니다.","Safety","Interior Safety","Unknown"
"1200","테라모터스 TM2 일부 차량에서 브레이크 캘리퍼 고정 브라켓과 쇼크 업쇼버를 고정하는 볼트가 제대로 체결이 제대로 되지 않아 주행 중 고정볼트가 풀릴 가능성이 있습니다. 이로 인한 쇼크 업쇼버 볼트 체결 부위 파손 가능성으로 앞 바퀴 잠김 현상 등이 발생하여 운전자의 안전에 지장을 줄 가능성을 발견 하였습니다.","Safety","Suspension","Brakes"
"1201","서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 이로 인해 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.","Safety","Other","Unknown"
"1202","공급 업체의 생산 편차로, 용접 로봇 교정 작업 중에 생산된 폐기 부품이 생산망에 유입되었을 수 있습니다. 이 폐기 부품들은 브레이크 페달 플레이트와 브레이크 페달 레버의 용접이 현재 사양에 맞게 수행되지 않았을 수 있습니다. 제대로 용접되지 않은 브레이크 페달로 인해, 페달 플레이트 왼쪽에 압력을 가하면 페달 플레이트가 기울어질 수 있습니다.","Safety","Brakes","Brakes"
"1203","공급업체 생산 편차로 인하여 측면 충돌 센서 커넥터의 잠김 장치(locking mechanism)가 제대로 체결되지 않을 수 있습니다. 차량의 운행 기간 동안 진동 발생으로 측면 충돌 센서의 커넥터 연결부가 느슨해질 수 있습니다. 이로 인해 에어백 시스템을 작동하는 신호 전송이 지연될 수 있습니다.","Safety","Interior Safety","Unknown"
"1204","일부 2020-2021 Aviator 차량에서는 배터리에서 시동 모터로 가는 배터리 케이블을 포함한 배선 하네스(다발)가 제대로 고정되지 않았을 수 있습니다. 시간이 지남에 따라 A/C 압축기 풀리와 배터리 케이블을 포함한 배선 하네스의 접촉 가능성이 증가할 수 있습니다.","Safety","Engine","Unknown"
"1205","연료펌프 제작 과정 중 연료호스 연결부에 일정압력 이상의 압력이 전달되어 미세한 내부적 균열이 발생할 가능성이 있습니다.","Safety","Fuel System","Fuel Pump"
"1206","생산 중 좌측 또는 우측 사이드 커튼에어백이 실내 루프레일에 비틀린 상태로 고정되었을 수 있습니다.","Safety","Interior Safety","Unknown"
"1207","엔진 컨트롤 유닛의 소프트웨어 오류(1)로 인하여 발전기 정류기 브릿지의 다이오드가 고장이 발생할 수 있습니다. (1) 엔진 컨트롤 유닛 소프트웨어 오류: 엔진 컨트롤 유닛은 발전기의 여자전류를 조절합니다. 여자전류가 높을수록 발전기의 출력 전력이 높아집니다. 그러나, 장시간 엔진 공회전시에는 발전기 다이오드에 발생된 폐열이 충분히 발산되지 못하여 발전기 다이오드가 과열되어 단락/고장이 발생할 수 있습니다. 그래서, 이번 엔진 컨트롤 유닛의 소프트웨어 업데이트를 통해 엔진 공회전 중에 발전기의 출력 전력이 제한되므로, 발전기 다이오드의 폐열이 감소합니다. 이는 다이오드의 과열 가능성을 방지할 수 있습니다. 장시간 엔진 공회전시에는 발전기 다이오드에 발생된 폐열이 충분히 발산되지 않아 다이오드가 과열되어 단락/고장이 발생할 수 있습니다. 이러한 경우 발전기에 과전류가 흘러 발전기가 과열될 수 있습니다.","Safety","Engine","Engine"
"1208","브레이크 관련 배선(1축 ABS 압력 신호 배선, 2축 주차 브레이크 스위치 배선)의 배치가 부적절하고, 배선 보호 피복의 내구성이 부족하여 차량의 운행에 따라 관련 배선의 반복적인 움직임으로 배선이 단선될 수 있습니다. 이로 인해 계기판에 브레이크 관련 경고등이 점등되고, ABS(Anti-lock Brake System)가 정상적으로 작동하지 않을 수 있는 가능성이 확인되었습니다","Safety","Brakes","Brakes"
"1209","엔진과 모터 사이의 회전 수 차이가 발생하여 내부 클러치 베어링의 부하가 발생한 경우 HPCM (하이브리 드 파워트레인 컨트롤 모듈)에서 베어링의 고장으로 인식해 정상적인 안전 모드 (페일 세이프 모드)를 작동 시켜야 하나 HPCM (하이브리드 파워트레인 컨트롤 모듈)의 소프트웨어의 설계 오류로 인해 안전 모드 (페 일 세이프 모드)가 정상적으로 작동하지 않을 수 있음","Safety","Engine","Engine"
"1210","클러치 슬레이브 실린더 내부의 가스켓의 내구성 부족으로 장시간 사용 시 가스켓 및 오일 씰링이 손상될 수 있음.","Safety","Other","Unknown"
"1211","멀티펑션스위치 부품 내구성을 감안한 설계로직 설정 미흡으로 스마트정션박스측에서 좌측 방향지시등 전압을 우측으로 오인식 가능성","Safety","Other","Unknown"
"1212","후방 카메라 내부 PCB (Printed Circuit Board: 인쇄 회로 기판)에 전기 전도성이 부족하면 카메라가 간헐적으로 작동할 수 있으며, 이로 인하여 간헐적으로 빈 이미지 또는 왜곡된 이미지를 화면에 표시하여 운전자의 후방 시야를 감소시킬 수 있으며, 미국 연방자동차안전기준(FMVSS) 111 Rear Visibility 에 지정된 요구사항을 준수하지 않을 수 있음","Safety","Electrical","Unknown"
"1213","차량 생산공정에서 ‘운전석, 조수석 180도 회전 옵션’이 적용된 차량의 시트 하단 배선(관련 장치: 전자식 시트 조정기능, 시트 열선 기능, 시트 승객 감지 기능)이 제대로 고정이 되지 않았습니다. 이로 인해, 시트 회전 시 하단 프레임에 배선이 끼이거나 손상될 경우, 관련 장치가 의도되지 않게 작동되거나, 작동되지 않을 수 있습니다.","Safety","Seats and Interior","Seats"
"1214","특정 대상 차량의 연료 탱크와 연료 주입파이프간의 연결부위에서 연료가 샐 수 있습니다.","Safety","Fuel System","Fuel Pump"
"1215","해당 차량의 계기판 전압을 모니터링하는 소프트웨어 오류로 계기판이 리셋(계기판 화면이 꺼졌다 켜지는)될 수 있는 문제가 발견됨에 따른 리콜","Safety","Other","Unknown"
"1216","신규 작업자에 의해 일부 차량의 운전석 안전띠 높이조절장치 결합부가 규격 대비 낮은 토크로 조립되었을 가능성","Safety","Other","Unknown"
"1217","고압펌프 리콜 조치 시 연료탱크 점검 미흡으로 리콜 조치 이후 일부 차량에서 시동꺼짐 재발생","Safety","Fuel System","Fuel Pump"
